descricao_defeito_reclamado,descricao_defeito_constatado_diagnostico,descricao_defeito_constatado_ref
Não gela.,Rele Queimado,Rele Queimado
SEM_INFORMACAO,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
SEM_INFORMACAO,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
SEM_INFORMACAO,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
SEM_INFORMACAO,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
SEM_INFORMACAO,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
SEM_INFORMACAO,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
Defeito Post Mix Ambev,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
Congelando,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
Congelando,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
Não gela,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
SEM_INFORMACAO,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
Defeito Post Mix Ambev,Equipamento Fora de Garantia Ambev,Equipamento Fora de Garantia Ambev
Censo,Equipamento LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
Censo,Equipamento LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento NÃO LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
Censo,Equipamento NÃO LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
Censo,Equipamento NÃO LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento LOCALIZADO,Equipamento LOCALIZADO
SEM_INFORMACAO,Equipamento LOCALIZADO,Equipamento LOCALIZADO
Censo,Equipamento LOCALIZADO,Equipamento LOCALIZADO
SEM_INFORMACAO,Equipamento NÃO LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento NÃO LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
Censo,Equipamento NÃO LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento NÃO LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
Comissionamento,Equipamento NÃO LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
Comissionamento,Equipamento NÃO LOCALIZADO,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Reforma,Reforma
SEM_INFORMACAO,Reforma,Reforma
Outro.,Reforma,Reforma
Comissionamento,"Beacon, aparentemente com defeito","Beacon, aparentemente com defeito"
Comissionamento,"Beacon, aparentemente com defeito","Beacon, aparentemente com defeito"
SEM_INFORMACAO,"Beacon, aparentemente com defeito","Beacon, aparentemente com defeito"
Comissionamento,"Beacon, não aparece código","Beacon, não aparece código"
Comissionamento,"Beacon, não aparece código","Beacon, não aparece código"
SEM_INFORMACAO,"Beacon, não aparece código","Beacon, não aparece código"
SEM_INFORMACAO,"Beacon, não encontrado","Beacon, não encontrado"
Comissionamento,"Beacon, não encontrado","Beacon, não encontrado"
Comissionamento,"Beacon, não encontrado","Beacon, não encontrado"
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Ar no sistema,Ar no sistema
SEM_INFORMACAO,Bomba de circulação quebrada,Bomba de circulação quebrada
SEM_INFORMACAO,Bomba de circulação quebrada,Bomba de circulação quebrada
SEM_INFORMACAO,Bomba de circulação quebrada,Bomba de circulação quebrada
SEM_INFORMACAO,Bomba de circulação quebrada,Bomba de circulação quebrada
SEM_INFORMACAO,Carenagem Quebrada,Carenagem Quebrada
SEM_INFORMACAO,Carenagem Quebrada,Carenagem Quebrada
SEM_INFORMACAO,Carenagem Quebrada,Carenagem Quebrada
SEM_INFORMACAO,Carenagem Quebrada,Carenagem Quebrada
SEM_INFORMACAO,Cheiro de esgoto,Cheiro de esgoto
SEM_INFORMACAO,Cheiro de esgoto,Cheiro de esgoto
SEM_INFORMACAO,Cheiro de esgoto,Cheiro de esgoto
SEM_INFORMACAO,Cheiro de esgoto,Cheiro de esgoto
SEM_INFORMACAO,Congelamento do sistema,Congelamento do sistema
SEM_INFORMACAO,Congelamento do sistema,Congelamento do sistema
SEM_INFORMACAO,Congelamento do sistema,Congelamento do sistema
SEM_INFORMACAO,Congelamento do sistema,Congelamento do sistema
SEM_INFORMACAO,Controlador com defeito,Controlador com defeito
SEM_INFORMACAO,Controlador com defeito,Controlador com defeito
SEM_INFORMACAO,Controlador com defeito,Controlador com defeito
SEM_INFORMACAO,Controlador com defeito,Controlador com defeito
SEM_INFORMACAO,Controlador desregulado,Controlador desregulado
SEM_INFORMACAO,Controlador desregulado,Controlador desregulado
SEM_INFORMACAO,Controlador desregulado,Controlador desregulado
SEM_INFORMACAO,Controlador desregulado,Controlador desregulado
SEM_INFORMACAO,Defeito na peça funcional,Defeito na peça funcional
SEM_INFORMACAO,Defeito na peça funcional,Defeito na peça funcional
SEM_INFORMACAO,Defeito na peça funcional,Defeito na peça funcional
SEM_INFORMACAO,Defeito na peça funcional,Defeito na peça funcional
SEM_INFORMACAO,Equipamento desligado,Equipamento desligado
SEM_INFORMACAO,Equipamento desligado,Equipamento desligado
SEM_INFORMACAO,Equipamento desligado,Equipamento desligado
SEM_INFORMACAO,Equipamento desligado,Equipamento desligado
SEM_INFORMACAO,Equipamento ligado na voltagem errada,Equipamento ligado na voltagem errada
SEM_INFORMACAO,Equipamento ligado na voltagem errada,Equipamento ligado na voltagem errada
SEM_INFORMACAO,Equipamento ligado na voltagem errada,Equipamento ligado na voltagem errada
SEM_INFORMACAO,Equipamento ligado na voltagem errada,Equipamento ligado na voltagem errada
SEM_INFORMACAO,Excesso de agua no gabinete,Excesso de agua no gabinete
SEM_INFORMACAO,Excesso de agua no gabinete,Excesso de agua no gabinete
SEM_INFORMACAO,Excesso de agua no gabinete,Excesso de agua no gabinete
SEM_INFORMACAO,Excesso de agua no gabinete,Excesso de agua no gabinete
SEM_INFORMACAO,Falta de aterramento no PDV,Falta de aterramento no PDV
SEM_INFORMACAO,Falta de aterramento no PDV,Falta de aterramento no PDV
SEM_INFORMACAO,Falta de aterramento no PDV,Falta de aterramento no PDV
SEM_INFORMACAO,Falta de aterramento no PDV,Falta de aterramento no PDV
SEM_INFORMACAO,Falta de aterramento no equipamento,Falta de aterramento no equipamento
SEM_INFORMACAO,Falta de aterramento no equipamento,Falta de aterramento no equipamento
SEM_INFORMACAO,Falta de aterramento no equipamento,Falta de aterramento no equipamento
SEM_INFORMACAO,Falta de aterramento no equipamento,Falta de aterramento no equipamento
SEM_INFORMACAO,Falta de energia no PDV,Falta de energia no PDV
SEM_INFORMACAO,Falta de energia no PDV,Falta de energia no PDV
SEM_INFORMACAO,Falta de energia no PDV,Falta de energia no PDV
SEM_INFORMACAO,Falta de energia no PDV,Falta de energia no PDV
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gelo na torre,Falta de gelo na torre
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de gás,Falta de gás
SEM_INFORMACAO,Falta de insumos,Falta de insumos
SEM_INFORMACAO,Falta de insumos,Falta de insumos
SEM_INFORMACAO,Falta de insumos,Falta de insumos
SEM_INFORMACAO,Falta de insumos,Falta de insumos
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de produto,Falta de produto
SEM_INFORMACAO,Falta de sanitização,Falta de sanitização
SEM_INFORMACAO,Falta de sanitização,Falta de sanitização
SEM_INFORMACAO,Falta de sanitização,Falta de sanitização
SEM_INFORMACAO,Falta de sanitização,Falta de sanitização
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta de água no PDV,Falta de água no PDV
SEM_INFORMACAO,Falta gás,Falta gás
SEM_INFORMACAO,Falta gás,Falta gás
SEM_INFORMACAO,Falta gás,Falta gás
SEM_INFORMACAO,Falta gás,Falta gás
SEM_INFORMACAO,Ferrugem no Gabinete,Ferrugem no Gabinete
SEM_INFORMACAO,Ferrugem no Gabinete,Ferrugem no Gabinete
SEM_INFORMACAO,Ferrugem no Gabinete,Ferrugem no Gabinete
SEM_INFORMACAO,Ferrugem no Gabinete,Ferrugem no Gabinete
SEM_INFORMACAO,Ferrugem no Gabinete,Ferrugem no Gabinete
SEM_INFORMACAO,Ferrugem no Gabinete,Ferrugem no Gabinete
SEM_INFORMACAO,Ferrugem no Gabinete,Ferrugem no Gabinete
SEM_INFORMACAO,Ferrugem no Gabinete,Ferrugem no Gabinete
SEM_INFORMACAO,Ferrugem no Rack,Ferrugem no Rack
SEM_INFORMACAO,Ferrugem no Rack,Ferrugem no Rack
SEM_INFORMACAO,Ferrugem no Rack,Ferrugem no Rack
SEM_INFORMACAO,Ferrugem no Rack,Ferrugem no Rack
SEM_INFORMACAO,Ferrugem no Rack,Ferrugem no Rack
SEM_INFORMACAO,Ferrugem no Rack,Ferrugem no Rack
SEM_INFORMACAO,Ferrugem no Rack,Ferrugem no Rack
SEM_INFORMACAO,Ferrugem no Rack,Ferrugem no Rack
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Filtro saturado,Filtro saturado
SEM_INFORMACAO,Fio com mau contato,Fio com mau contato
SEM_INFORMACAO,Fio com mau contato,Fio com mau contato
SEM_INFORMACAO,Fio com mau contato,Fio com mau contato
SEM_INFORMACAO,Fio com mau contato,Fio com mau contato
SEM_INFORMACAO,Luminoso quebrado,Luminoso quebrado
SEM_INFORMACAO,Luminoso quebrado,Luminoso quebrado
SEM_INFORMACAO,Luminoso quebrado,Luminoso quebrado
SEM_INFORMACAO,Luminoso quebrado,Luminoso quebrado
SEM_INFORMACAO,Micro com defeito,Micro com defeito
SEM_INFORMACAO,Micro com defeito,Micro com defeito
SEM_INFORMACAO,Micro com defeito,Micro com defeito
SEM_INFORMACAO,Micro com defeito,Micro com defeito
SEM_INFORMACAO,Motor do Agitador com defeito,Motor do Agitador com defeito
SEM_INFORMACAO,Motor do Agitador com defeito,Motor do Agitador com defeito
SEM_INFORMACAO,Motor do Agitador com defeito,Motor do Agitador com defeito
SEM_INFORMACAO,Motor do Agitador com defeito,Motor do Agitador com defeito
SEM_INFORMACAO,Não tem defeito,Não tem defeito
SEM_INFORMACAO,Não tem defeito,Não tem defeito
SEM_INFORMACAO,Não tem defeito,Não tem defeito
SEM_INFORMACAO,Não tem defeito,Não tem defeito
SEM_INFORMACAO,Não tem defeito,Não tem defeito
SEM_INFORMACAO,Não tem defeito,Não tem defeito
SEM_INFORMACAO,Não tem defeito,Não tem defeito
SEM_INFORMACAO,Não tem defeito,Não tem defeito
SEM_INFORMACAO,Outros,Outros
SEM_INFORMACAO,Outros,Outros
SEM_INFORMACAO,Outros,Outros
SEM_INFORMACAO,Outros,Outros
SEM_INFORMACAO,Peça em curto,Peça em curto
SEM_INFORMACAO,Peça em curto,Peça em curto
SEM_INFORMACAO,Peça em curto,Peça em curto
SEM_INFORMACAO,Peça em curto,Peça em curto
SEM_INFORMACAO,Peça quebrada,Peça quebrada
SEM_INFORMACAO,Peça quebrada,Peça quebrada
SEM_INFORMACAO,Peça quebrada,Peça quebrada
SEM_INFORMACAO,Peça quebrada,Peça quebrada
SEM_INFORMACAO,Peça quebrada,Peça quebrada
SEM_INFORMACAO,Peça quebrada,Peça quebrada
SEM_INFORMACAO,Peça quebrada,Peça quebrada
SEM_INFORMACAO,Peça quebrada,Peça quebrada
SEM_INFORMACAO,Peça queimada,Peça queimada
SEM_INFORMACAO,Peça queimada,Peça queimada
SEM_INFORMACAO,Peça queimada,Peça queimada
SEM_INFORMACAO,Peça queimada,Peça queimada
SEM_INFORMACAO,Peça queimada,Peça queimada
SEM_INFORMACAO,Peça queimada,Peça queimada
SEM_INFORMACAO,Peça queimada,Peça queimada
SEM_INFORMACAO,Peça queimada,Peça queimada
SEM_INFORMACAO,Peças funcional com problema,Peças funcional com problema
SEM_INFORMACAO,Peças funcional com problema,Peças funcional com problema
SEM_INFORMACAO,Peças funcional com problema,Peças funcional com problema
SEM_INFORMACAO,Peças funcional com problema,Peças funcional com problema
SEM_INFORMACAO,Plotagem Danificada/Rasgada,Plotagem Danificada/Rasgada
SEM_INFORMACAO,Plotagem Danificada/Rasgada,Plotagem Danificada/Rasgada
SEM_INFORMACAO,Plotagem Danificada/Rasgada,Plotagem Danificada/Rasgada
SEM_INFORMACAO,Plotagem Danificada/Rasgada,Plotagem Danificada/Rasgada
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Porta do suco,Porta do suco
SEM_INFORMACAO,Produto -Chopp com mau cheiro,Produto -Chopp com mau cheiro
SEM_INFORMACAO,Produto -Chopp com mau cheiro,Produto -Chopp com mau cheiro
SEM_INFORMACAO,Produto -Chopp com mau cheiro,Produto -Chopp com mau cheiro
SEM_INFORMACAO,Produto -Chopp com mau cheiro,Produto -Chopp com mau cheiro
SEM_INFORMACAO,Produto com mau cheiro,Produto com mau cheiro
SEM_INFORMACAO,Produto com mau cheiro,Produto com mau cheiro
SEM_INFORMACAO,Produto com mau cheiro,Produto com mau cheiro
SEM_INFORMACAO,Produto com mau cheiro,Produto com mau cheiro
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sem defeito,Sem defeito
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de Refrigeração,Sistema de Refrigeração
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema de água crua,Sistema de água crua
SEM_INFORMACAO,Sistema elétrico,Sistema elétrico
SEM_INFORMACAO,Sistema elétrico,Sistema elétrico
SEM_INFORMACAO,Sistema elétrico,Sistema elétrico
SEM_INFORMACAO,Sistema elétrico,Sistema elétrico
SEM_INFORMACAO,Tampa do gabinete amassado,Tampa do gabinete amassado
SEM_INFORMACAO,Tampa do gabinete amassado,Tampa do gabinete amassado
SEM_INFORMACAO,Tampa do gabinete amassado,Tampa do gabinete amassado
SEM_INFORMACAO,Tampa do gabinete amassado,Tampa do gabinete amassado
SEM_INFORMACAO,Tampa do gabinete amassado,Tampa do gabinete amassado
SEM_INFORMACAO,Tampa do gabinete amassado,Tampa do gabinete amassado
SEM_INFORMACAO,"Torre de abastecimento com problema, com falta de insumos","Torre de abastecimento com problema, com falta de insumos"
SEM_INFORMACAO,"Torre de abastecimento com problema, com falta de insumos","Torre de abastecimento com problema, com falta de insumos"
SEM_INFORMACAO,"Torre de abastecimento com problema, com falta de insumos","Torre de abastecimento com problema, com falta de insumos"
SEM_INFORMACAO,"Torre de abastecimento com problema, com falta de insumos","Torre de abastecimento com problema, com falta de insumos"
SEM_INFORMACAO,Troca de produto sem limpeza,Troca de produto sem limpeza
SEM_INFORMACAO,Troca de produto sem limpeza,Troca de produto sem limpeza
SEM_INFORMACAO,Troca de produto sem limpeza,Troca de produto sem limpeza
SEM_INFORMACAO,Troca de produto sem limpeza,Troca de produto sem limpeza
SEM_INFORMACAO,Valvula com defeito ou fechada,Valvula com defeito ou fechada
SEM_INFORMACAO,Valvula com defeito ou fechada,Valvula com defeito ou fechada
SEM_INFORMACAO,Valvula com defeito ou fechada,Valvula com defeito ou fechada
SEM_INFORMACAO,Valvula com defeito ou fechada,Valvula com defeito ou fechada
SEM_INFORMACAO,Valvula com defeito ou fechada,Valvula com defeito ou fechada
SEM_INFORMACAO,Valvula com defeito ou fechada,Valvula com defeito ou fechada
SEM_INFORMACAO,Valvula com defeito ou fechada,Valvula com defeito ou fechada
SEM_INFORMACAO,Valvula com defeito ou fechada,Valvula com defeito ou fechada
SEM_INFORMACAO,Valvula travada,Valvula travada
SEM_INFORMACAO,Valvula travada,Valvula travada
SEM_INFORMACAO,Valvula travada,Valvula travada
SEM_INFORMACAO,Valvula travada,Valvula travada
SEM_INFORMACAO,Vazamento na Linha de Chopp,Vazamento na Linha de Chopp
SEM_INFORMACAO,Vazamento na Linha de Chopp,Vazamento na Linha de Chopp
SEM_INFORMACAO,Vazamento na Linha de Chopp,Vazamento na Linha de Chopp
SEM_INFORMACAO,Vazamento na Linha de Chopp,Vazamento na Linha de Chopp
SEM_INFORMACAO,Vazamento na Linha de Chopp,Vazamento na Linha de Chopp
SEM_INFORMACAO,Vazamento na Linha de Chopp,Vazamento na Linha de Chopp
SEM_INFORMACAO,Vazamento na Linha de Xarope,Vazamento na Linha de Xarope
SEM_INFORMACAO,Vazamento na Linha de Xarope,Vazamento na Linha de Xarope
SEM_INFORMACAO,sistema desregulado,sistema desregulado
SEM_INFORMACAO,sistema desregulado,sistema desregulado
SEM_INFORMACAO,sistema desregulado,sistema desregulado
SEM_INFORMACAO,sistema desregulado,sistema desregulado
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
SEM_INFORMACAO,Análise do produto,Análise do produto
Instalação de equipamento,Não tem defeito,Não tem defeito
Instalação de equipamento,Não tem defeito,Não tem defeito
Instalação de equipamento,Não tem defeito,Não tem defeito
Instalação de equipamento,Não tem defeito,Não tem defeito
Instalação de equipamento,Não tem defeito,Não tem defeito
Instalação de equipamento,Não tem defeito,Não tem defeito
Desinstalação,Não tem defeito,Não tem defeito
Desinstalação,Não tem defeito,Não tem defeito
Desinstalação,Não tem defeito,Não tem defeito
Bloquear o funcionamento do equipamento,Não tem defeito,Não tem defeito
Bloquear o funcionamento do equipamento,Não tem defeito,Não tem defeito
Bloquear o funcionamento do equipamento,Não tem defeito,Não tem defeito
Bloquear o funcionamento do equipamento,Não tem defeito,Não tem defeito
Bloquear o funcionamento do equipamento,Não tem defeito,Não tem defeito
Bloquear o funcionamento do equipamento,Não tem defeito,Não tem defeito
Bloquear o funcionamento do equipamento,Contaminado,Contaminado
Bloquear o funcionamento do equipamento,Contaminado,Contaminado
Bloquear o funcionamento do equipamento,Contaminado,Contaminado
Bloquear o funcionamento do equipamento,Contaminado,Contaminado
Desbloquear o funcionamento do equipamento,Equipamento Reativado,Equipamento Reativado
Desbloquear o funcionamento do equipamento,Equipamento Reativado,Equipamento Reativado
Equipamento contaminado,Xaropé contaminado,Xaropé contaminado
Equipamento contaminado,Xaropé contaminado,Xaropé contaminado
Equipamento contaminado,Água tratada dentro do equipamento contaminada (pós Filtro),Água tratada dentro do equipamento contaminada (pós Filtro)
Equipamento contaminado,Água tratada dentro do equipamento contaminada (pós Filtro),Água tratada dentro do equipamento contaminada (pós Filtro)
Equipamento contaminado,Água da rede que alimenta o equipamento contaminada,Água da rede que alimenta o equipamento contaminada
Equipamento contaminado,Água da rede que alimenta o equipamento contaminada,Água da rede que alimenta o equipamento contaminada
Equipamento contaminado,Contaminado por motivo pragas,Contaminado por motivo pragas
Equipamento contaminado,Contaminado por motivo pragas,Contaminado por motivo pragas
Equipamento contaminado,Contaminado por motivo pragas,Contaminado por motivo pragas
Equipamento contaminado,Contaminado por motivo pragas,Contaminado por motivo pragas
Equipamento contaminado,"Contaminação cruzada (Gordura, mofos e etc...)","Contaminação cruzada (Gordura, mofos e etc...)"
Equipamento contaminado,"Contaminação cruzada (Gordura, mofos e etc...)","Contaminação cruzada (Gordura, mofos e etc...)"
SEM_INFORMACAO,Preventiva,Preventiva
SEM_INFORMACAO,Preventiva,Preventiva
SEM_INFORMACAO,Preventiva,Preventiva
SEM_INFORMACAO,Preventiva,Preventiva
SEM_INFORMACAO,Preventiva,Preventiva
SEM_INFORMACAO,Preventiva,Preventiva
SEM_INFORMACAO,Preventiva,Preventiva
SEM_INFORMACAO,Preventiva,Preventiva
SEM_INFORMACAO,Preventiva,Preventiva
SEM_INFORMACAO,Preventiva,Preventiva
SEM_INFORMACAO,Prateleira com defeito,Prateleira com defeito
SEM_INFORMACAO,Gabinete empenado,Gabinete empenado
Máquina não Liga/Desliga,,DESCRICAO_NAO_ENCONTRADA
Eqpto Desregulado,,DESCRICAO_NAO_ENCONTRADA
Máquina não dispensa bebidas,,DESCRICAO_NAO_ENCONTRADA
